tf_emb_dim,tf_ff_size,pool_emb_dim,bottleneck_dim,mlp_dim,noise_dim,layer_count,g_learning_rate,d_learning_rate,heads,g_param_count,d_param_count
64,128,64,8,8,8,1,0.0004472854702456129,0.00020123607337329977,4,582355,282001
