tf_emb_dim,tf_ff_size,pool_emb_dim,bottleneck_dim,mlp_dim,noise_dim,layer_count,g_learning_rate,d_learning_rate,heads,sgan_d_emb_dim,g_param_count,d_param_count
128,64,64,32,16,8,3,9.29554117429263e-05,1.5496211766751255e-05,4,16,3767291,10017
