tf_emb_dim,tf_ff_size,pool_emb_dim,bottleneck_dim,mlp_dim,noise_dim,layer_count,g_learning_rate,d_learning_rate,heads,sgan_d_emb_dim,g_param_count,d_param_count
128,128,32,8,64,4,3,0.0004214630451273191,1.7888550293243447e-05,4,128,3786599,140801
