tf_emb_dim,tf_ff_size,pool_emb_dim,bottleneck_dim,mlp_dim,noise_dim,layer_count,g_learning_rate,d_learning_rate,heads,sgan_d_emb_dim,dropout,g_param_count,d_param_count
128,32,16,32,32,8,4,0.009272490643283485,0.00403243101262134,4,32,0.10111186010867623,5026059,22209
