tf_emb_dim,tf_ff_size,pool_emb_dim,bottleneck_dim,mlp_dim,noise_dim,layer_count,g_learning_rate,d_learning_rate,heads,sgan_d_emb_dim,dropout,g_param_count,d_param_count
64,8,8,8,16,4,4,0.0009060945462006028,0.00011681719398487615,8,32,0.23192186458964778,2320703,13281
