d_loss,g_l2_loss_abs,g_l2_loss_rel,mad,fad,mad_l,fad_l,mad_nl,fad_nl,time,epoch
1.3621390807001215,408.60738040419545,8.869973632312853,15.954504216531562,30.778602114111667,6.82750940322876,12.711811012691921,16.488333145583706,31.835310885617638,13.689749956130981,0
1.3579035746423822,388.24246703209405,8.496380667600095,15.511015513286463,30.00565503232245,5.888692525227865,10.96127099609375,15.992613511949449,30.95882718656156,13.73395037651062,1
1.3568682858818455,384.33481637005934,8.415476247198477,15.476135502066253,29.890280342369024,5.31175666763669,9.924034816878182,15.952756821422964,30.826523903600584,13.592621326446533,2
1.353848319304617,352.01996900624755,7.724363709091907,14.71266971316543,28.42359561465858,5.0014277556612825,9.340872224963856,15.276366985772567,29.531268558923777,13.676638841629028,3
1.3536489260824103,339.6559496558218,7.481450195629586,14.447511747414605,27.91215237190727,4.907788448406818,9.212844183618538,14.958568119911398,28.913901242912306,13.7233407497406,4
1.3270809336712486,322.436894856899,7.137226262492615,14.071703688090784,27.196214733747293,4.678848087507794,8.77574009962485,14.628143034696148,28.287456692284625,13.741750717163086,5
1.3447142462981374,309.2661001497688,6.8270945443751225,13.76197667391092,26.541803418483834,4.408886233508815,8.279201449105566,14.264479110380643,27.522976356653974,13.77856969833374,6
1.3346186437104877,297.4730698411167,6.591666936782372,13.484600075481636,26.0242066701744,4.353946591784209,8.177917050016529,13.961062288494078,26.955475095177665,13.77676248550415,7
1.3114592464346635,281.01581172514057,6.244989812496006,13.066799670884459,25.14495287936158,4.421654357910156,8.31376138305664,13.502016380659317,25.99227382922624,13.825403928756714,8
1.328824325611717,269.05633188491674,5.977216627781618,12.802968083913523,24.65437229193413,4.782605259392851,9.001635914464151,13.326071814840628,25.67527509352646,13.648441076278687,9
1.3343129346245213,264.27124948353674,5.890464505317585,12.668547846844806,24.398051921690264,4.785194878626352,9.016621589660645,13.086460490399096,25.213453423067268,13.67328667640686,10
1.3240694184052317,251.245453487999,5.62570887269265,12.28847463218778,23.6870321186405,4.216380096702243,7.921995184394751,12.72591119405825,24.541358125507408,13.76015591621399,11
1.3073384887293766,235.7136141038198,5.284601828400465,11.864539271649527,22.807085960455435,4.327887487466881,8.120655206022363,12.313484737680746,23.681931587114725,13.686381101608276,12
1.3055388488267596,227.8146719292215,5.104019331883675,11.668500798488346,22.34357103067914,4.324130017270324,8.115676479954873,12.044590573701734,23.07215179689113,13.667994022369385,13
1.3225362551839728,222.12762566332546,4.9877957517995775,11.525415896369726,22.08368342177673,4.324262872338295,8.129332140088081,11.906934186585955,22.822986425942933,13.852086067199707,14
1.3000410105052747,209.3191626672484,4.69119542208002,11.206158397162433,21.42380682128054,4.205400858985053,7.887627585728963,11.547866954729765,22.084511583695598,13.695005178451538,15
1.2430674025886936,196.81937416059094,4.468674412588538,10.84094397544129,20.798255434424167,4.358372128555198,8.19228822296741,11.174423249581821,21.44673636634431,13.671168565750122,16
1.2928525648619,186.85460517767817,4.262197118439591,10.546007240507048,20.14764279395464,3.9393979866666147,7.351697876158939,10.885814662578978,20.805794337538423,13.69595193862915,17
1.2752872266267474,175.41403099193394,3.9885284695382017,10.177999005245344,19.39314911492342,4.123584627453747,7.711188527404285,10.475657069344399,19.967479170077322,13.636475324630737,18
1.2662577440864162,169.22326582643834,3.8776284852088145,10.02531878116782,19.087032539054984,4.200191375643579,7.878766288923905,10.293828058166012,19.60367740256391,13.856921911239624,19
1.2794737125697888,161.29117526691826,3.6897534458462355,9.79090335905748,18.577580113278984,4.502078080451351,8.450821080701104,10.105391457991594,19.179745068529577,13.606187343597412,20
1.2846902546129728,153.7270410347358,3.5477967463205315,9.528697114012557,18.119786283787917,4.106392670682925,7.699159554342036,9.811143663194445,18.66259403711782,13.845354557037354,21
1.35387963370273,141.92668296348225,3.299389760175941,9.161843941119947,17.40039449650092,4.156188142343968,7.815746548450569,9.436532203054876,17.926357684841648,13.795044422149658,22
1.3070542059446637,132.95367801036286,3.0945272909191455,8.866960495453831,16.764052732435065,4.283990651910956,8.056883569197222,9.076402390272296,17.161970619547155,13.734490156173706,23
1.2840541663922762,126.82780661284121,2.9988259786400264,8.646272617502884,16.443687617893357,4.189356891925518,7.853372199718769,8.880752339112876,16.89562657293353,13.675899982452393,24
