d_loss,g_l2_loss_abs,g_l2_loss_rel,mad,fad,mad_l,fad_l,mad_nl,fad_nl,time,epoch
1.3257198710190623,669.470036285062,14.504897273014514,20.122651090080723,38.865158696183954,6.863090061382964,13.041213482741993,20.778957180739543,40.14336274453173,16.405853033065796,0
1.2219494518480802,630.6582482911716,13.721726974734892,19.35738987189776,37.383392298893256,5.617539638344054,10.681292827053541,20.145308278453225,38.91463755382472,16.36425518989563,1
1.1913074380473088,627.9328744243368,13.624572686604074,19.27272545880765,37.168209137538916,5.324133384127577,10.14628937665154,19.950090303637012,38.48043527468884,16.30544376373291,2
1.3130516012509663,595.993936752988,12.984568561690738,18.605007962939908,35.94708937686753,4.891922127011338,9.302239174390362,19.39670351513116,37.48537213903814,16.200319528579712,3
1.2527873892533152,586.0962029828271,12.780661346697585,18.512201712282135,35.69845601000817,4.460930703391491,8.458491123897929,19.323621388161683,37.271484772138066,16.416711807250977,4
1.237160651307357,588.2832773382895,12.904064058727284,18.58847173491311,35.9185944127073,4.006943662789305,7.534553197555212,19.260123600552507,37.22601492397806,16.385236978530884,5
1.2086233622149418,571.5043040382365,12.527898265785538,18.136413423397062,35.02292978656604,3.9716565092253595,7.425806371884654,18.902469593957775,36.51543201695198,16.415481567382812,6
1.1955962651654293,553.2392503067881,12.148476290023735,17.797249907156235,34.42808443131176,3.719773814452821,6.964465440209232,18.568303491595135,35.93232639421112,16.36883020401001,7
1.1651421785354614,552.9079102502407,12.161727271815849,17.820681256516682,34.38616364142204,3.695559962167486,6.751259082170494,18.57390642952487,35.85980051354674,16.45503544807434,8
1.2345295579809892,548.7811555829228,12.113767574917897,17.72009704690066,34.29607902940271,3.4833132920192185,6.400954768851452,18.560875045105558,35.94347400697126,16.47013020515442,9
1.2335022436945062,531.2950915672914,11.72573067504259,17.421538819483878,33.62174904321645,3.5268472682662875,6.379400152909128,18.213853249633186,35.17518452693577,16.165568828582764,10
1.24535398106826,529.4624266802774,11.720821168234332,17.358807759535615,33.53185705236486,3.664458810986571,6.580996356793304,18.11164610042735,35.01346314102564,16.307432413101196,11
1.2602076969648663,520.3278751462559,11.504436141801142,17.16129874687175,33.180864688200806,3.7682512348201,6.78926671865035,17.83328246861987,34.50503860651751,16.318392038345337,12
1.2499561058847528,507.49536187809747,11.247497845365096,16.90493553442991,32.65549697772857,3.9167239290454012,7.035511939080207,17.627679608408922,34.08115053235197,16.229509115219116,13
1.2412218671095998,500.7055582603051,11.136161402547874,16.822825444762252,32.50084115597615,3.8974719391055452,6.9347551716116325,17.548580871105,33.93637018427345,16.329949617385864,14
1.1454997941067344,494.5650159940945,10.958235677083334,16.670318074864664,32.071160263902556,4.112894449652584,7.342645353269747,17.40560397782524,33.51911093538367,16.327279806137085,15
1.284572996591267,492.27290803066194,10.935854243516827,16.66319960634212,32.08711781823678,4.249145623409387,7.593087254148541,17.34568841487488,33.433728479832624,16.297464609146118,16
1.2180160974201404,480.2630285394884,10.674711603568669,16.447818156317815,31.661515615752613,4.183100130192186,7.455061624920558,17.089443353293024,32.927869192119054,16.33735942840576,17
1.299300454164806,466.29573127144494,10.39299057962813,16.097333831728935,31.01185566607296,4.478005674745558,8.015408690949057,16.720422977024334,32.245045401624324,16.263065099716187,18
1.3678179791099148,459.73799431557563,10.24709446899982,15.97507989882298,30.808668811123944,4.634431555464461,8.28890578811233,16.67573362109076,32.199996677526876,16.33660650253296,19
1.3381517780454535,445.7323612984011,9.939355330790873,15.744121875100333,30.318035610010114,4.63391817166713,8.288187005546655,16.346563600054157,31.512587620900185,16.325172662734985,20
1.3496090074380238,443.9474772590964,9.90701662043516,15.745432946613022,30.312266402032936,4.75204893794373,8.546589510284202,16.382528220067506,31.573644131371616,16.370140552520752,21
1.2237325059740167,444.4211594202899,9.859538169283415,15.750159332226248,30.22348080842391,5.290355346820973,9.533347778850132,16.366574958648798,31.442788664441377,16.353851795196533,22
1.1997546271273964,428.574776197999,9.61768085947785,15.39751281256171,29.633594386385514,5.033876958153245,9.01322542487895,15.965235242874748,30.763183085229638,16.32541060447693,23
1.2358871698379517,424.16246289025094,9.479592443676978,15.259369214071379,29.32239421851058,5.261103804682342,9.463633134331502,15.834517459046486,30.46476601269749,16.500755548477173,24
1.11988512779537,425.8017745153934,9.566377700424823,15.339730046599835,29.512584052671276,5.054975855964309,9.06765706752374,15.84412601030868,30.515265895229017,16.31363606452942,25
1.157601579239494,421.93209724142474,9.458573535947068,15.300357423546645,29.480581393195735,5.197022958235308,9.375655564394863,15.856156623884317,30.586582572541154,16.366938591003418,26
1.1667970136592263,405.9288287963319,9.144782404540608,14.905622254553034,28.65054214436442,5.55745639930777,10.048465526347258,15.368029003886534,29.570693128690944,16.444725513458252,27
1.098640096815009,416.7436234229748,9.394801069160856,15.19266741627241,29.26138298369024,5.688264351745525,10.25720429703181,15.697096616386093,30.26999576761459,16.326668977737427,28
