tf_emb_dim,tf_ff_size,pool_emb_dim,bottleneck_dim,mlp_dim,noise_dim,layer_count,g_learning_rate,d_learning_rate,heads,sgan_d_emb_dim,g_param_count,d_param_count
128,64,16,8,16,4,2,0.00016290790379063798,6.0050818603889436e-05,4,64,2513303,51105
