tf_emb_dim,tf_ff_size,pool_emb_dim,bottleneck_dim,mlp_dim,noise_dim,layer_count,g_learning_rate,d_learning_rate,heads,g_param_count,d_param_count
128,64,16,32,8,16,3,0.000945651072011583,0.007729281269714434,8,3762643,282001
