tf_emb_dim,tf_ff_size,pool_emb_dim,bottleneck_dim,mlp_dim,noise_dim,layer_count,g_learning_rate,d_learning_rate,heads,g_param_count,d_param_count
64,128,64,8,16,32,3,0.0007462904383989744,0.00035767465896965813,8,1742219,282529
