tf_emb_dim,tf_ff_size,pool_emb_dim,bottleneck_dim,mlp_dim,noise_dim,layer_count,g_learning_rate,d_learning_rate,heads,g_param_count,d_param_count
64,16,64,16,8,32,3,0.00052231750446428,0.0002526921660858549,4,1740419,282001
