d_loss,g_l2_loss_abs,g_l2_loss_rel,mad,fad,mad_l,fad_l,mad_nl,fad_nl,time,epoch
1.4201989487597817,150.49225484047344,3.439622104359642,9.897668643913628,18.591930016915526,5.716890906753326,10.866347377039805,10.098927552388838,18.9638329169511,18.21647548675537,0
1.3863092598162199,129.63907052053256,2.92502059177745,9.048655244927014,16.387593661648822,12.934009546853913,23.637232019833707,8.854701657656292,16.025697823773495,18.333566665649414,1
1.3884627630836086,102.50206611570248,2.47310947787022,8.110109599700332,14.903757911270784,10.654868841171265,19.464279770851135,7.9751203536723825,14.661840243602363,18.421692848205566,2
1.3934267571097927,87.24432237888824,2.20642150090154,7.421178551569907,13.897257653449493,7.061209021336529,12.978119777968205,7.439685763711082,13.944513467040915,18.380347728729248,3
1.390631217705576,55.910104616542334,1.5968294916251553,5.953107458683009,11.30684891615749,6.4226607259114585,11.75418051147461,5.928873697916667,11.283762067925526,18.340546369552612,4
1.3921320563868473,41.58257288032242,1.2616661226070842,5.07676275304686,9.446598698497166,5.8085517135320925,10.599177480745716,5.041370367298102,9.39085495159457,18.21745014190674,5
1.400450392773277,28.70689204405232,0.9753069994048721,4.2353230432759545,7.661807946885797,4.0576379316566635,7.409497226241731,4.245485003620069,7.676237682389506,18.201079607009888,6
1.380166442770707,26.214748629865294,0.8847470705654791,4.067670165114387,7.23513517051802,3.0358503062620783,5.5603328031652115,4.113961731279182,7.310273393885759,18.372336387634277,7
1.3754824148981195,30.594736411363783,0.945759868752135,4.424634619861816,7.806626947787551,3.566190447126116,6.533032266717208,4.471648304932529,7.876376979263177,18.29008388519287,8
1.367014772013614,24.605588994321153,0.8420589605749171,3.9487711349328825,6.899555509052579,3.015548641482989,5.5015872567892075,3.9980603236376884,6.973390913314614,18.4354248046875,9
1.3905246508748907,15.964161578769025,0.6916841614977556,3.0950396442656283,5.33829305276155,1.7582806829196305,3.179433004179997,3.169135087442908,5.457956888855675,18.331892013549805,10
1.3937779163059436,13.858760313752864,0.6720263954639374,2.973119066919825,5.1462115695249855,1.8351570962319386,3.3825245864631595,3.032073704976155,5.237583243128765,18.315956830978394,11
1.4068723728782253,10.896766043944423,0.6314742885094577,2.5963274583241818,4.545428912465528,1.3880324876436623,2.5550600944026822,2.657808187216288,4.6467032951070095,18.3102765083313,12
1.3975316286087036,11.76489470767106,0.6346730390414254,2.7444489517206985,4.707436100367683,1.8276988559299046,3.3409489172476308,2.7950773529783057,4.782901706956944,18.190022468566895,13
1.3767686078422947,13.123156046611792,0.6207605802994592,2.960589157190172,4.941126053767767,2.2150406630656683,4.025783992611343,3.001063904568197,4.990818563359296,18.28519105911255,14
1.3544540656240363,10.807880006067961,0.5678625112984172,2.6707507126693972,4.291917570540049,1.596628171795748,2.8962772600820372,2.723024225749593,4.3598381264635515,18.194886922836304,15
1.376547568722775,11.376171298191128,0.5646342182992113,2.690975900423729,4.346345028634799,1.0360801766316097,1.9302537590265274,2.776805158436846,4.4716528053221865,18.13291573524475,16
1.3865237988923724,10.187321213747406,0.5358049994337115,2.5809977419407146,4.127920696721,1.1365633990830348,2.1119910792300574,2.659844406652943,4.237963048041344,18.051857471466064,17
1.3696395346992893,8.286885650536004,0.49720876946804204,2.2997829439724917,3.5717194492377122,0.9844018641469542,1.7621038447331339,2.373698918063816,3.6734082516927615,18.351839542388916,18
1.373403367243315,8.73289790546595,0.5086108772680201,2.4574287910676285,3.852804708407588,1.8693345175061231,3.396325930343685,2.4894590221404256,3.877666614730968,18.347554683685303,19
1.3738926398126703,9.141574301524235,0.5102095219738334,2.5153275455803517,4.075848634950009,2.0290740523675477,3.6839508215586343,2.5410531512243235,4.096582398194827,18.34210777282715,20
1.374663189837807,6.914950765367861,0.4798552984266598,2.164287623023556,3.5464467140042655,1.3194252616713964,2.3538061932819647,2.2139956057356796,3.616616424648133,18.330748319625854,21
1.3654550188466121,6.3511329617286645,0.45118092712544616,2.0661318684389975,3.40199103129401,1.064326887571261,1.9797206300028254,2.1209324734674846,3.4797919487713838,18.181155681610107,22
1.3773645978224904,6.705883141095929,0.4408284418917386,2.1377480519583214,3.517536740645936,1.186415813048074,2.2281407509141298,2.188357012082276,3.5861299373413704,18.20303726196289,23
1.371514176067553,6.29882025877947,0.42765304475495763,2.04818688413249,3.3087116833520076,1.194497816831734,2.187816417123389,2.0930250245150304,3.367584228515625,18.328418493270874,24
1.3668049009222734,7.049565216741584,0.43118107704993447,2.213705322141095,3.6433236575254337,1.5692561205427564,2.808958415916744,2.2500361269585185,3.690361042990061,18.290894031524658,25
1.3819600280962492,7.601491109387217,0.425967928578464,2.2690654453399874,3.816669944303869,1.6417148894622546,2.915075334180303,2.299674175534073,3.860659240747681,18.171987771987915,26
1.366641314406144,7.112888978019593,0.4096291900311828,2.1515142370153355,3.663261135040768,1.2512431048188615,2.2150088553486564,2.1979083724392994,3.737894651562989,18.287654399871826,27
1.3774318130392778,6.667453692435252,0.372618347678141,2.119674095146079,3.592326468609749,1.9314703317634163,3.542087072058569,2.1316936208179653,3.5955349452667114,18.137881994247437,28
1.3733041160985042,7.175799693462132,0.35987595328860733,2.209905646321646,3.6428773607631526,2.2110989536518595,4.062305912427012,2.209835337943771,3.6181395612444196,18.249756336212158,29
1.3733158174313997,6.744234520353565,0.3443507249858458,2.1377163563672994,3.4319907671580734,1.7121228307194623,3.1447323595629575,2.158538649684941,3.4460449593582076,18.27275037765503,30
1.3686309550937854,7.53519625919648,0.3383414299127161,2.250613943937536,3.662417567906689,1.3749296738015386,2.4261813220749815,2.295035310589506,3.7251287782587346,18.349910497665405,31
1.3736283026243512,8.137709510749113,0.3445754316220508,2.3616725348565444,3.949590922785451,1.6593906946157984,2.9141796345019157,2.3991619214775834,4.004863524495244,18.321220636367798,32
1.3691545662127043,6.693492315507416,0.3146848232046201,2.101795564884581,3.445407711049064,1.2973813344073553,2.23211694148279,2.142517069079255,3.506827627549149,18.266297578811646,33
1.3828045380742926,6.328463981057905,0.30325858305917797,2.049145090081393,3.382055327556886,1.7968625586017284,3.268610928105373,2.0619986702750372,3.3878351994685003,18.30767846107483,34
1.3834293265091746,7.096555658241632,0.315728626637263,2.180530526357401,3.6352929212555574,1.9896751634050953,3.568284839269065,2.190100866788223,3.638652969971207,18.469348907470703,35
1.3991535086380809,5.7938788725710655,0.283140772282034,1.96490553691819,3.185181601786604,1.437205004529888,2.483849653905752,1.991306717534864,3.220269634549852,18.551872968673706,36
1.3940626571052952,8.323068873959354,0.3263834924352274,2.33317084391834,3.7970806185342187,1.921288001707401,3.238249916046974,2.3550053629020127,3.8267050765135107,18.273768424987793,37
1.3896236105969078,7.689508341675511,0.30480517209856783,2.2776399664202205,3.806680400322782,2.0178244052337986,3.5101954048410113,2.2919771658834547,3.823041110775714,18.459648609161377,38
1.3712283121912103,7.33385610474605,0.29235226324479624,2.240217584155997,3.742449224392106,1.84341964148041,3.115123300624073,2.2620250691395487,3.776926239265883,18.34217929840088,39
1.367042158779345,6.236217028929455,0.27638733413746647,2.040296505968956,3.219574518487005,1.592314033767804,2.4559032907291334,2.0631384832016346,3.25851296257154,18.44758892059326,40
