tf_emb_dim,tf_ff_size,pool_emb_dim,bottleneck_dim,mlp_dim,noise_dim,layer_count,g_learning_rate,d_learning_rate,heads,sgan_d_emb_dim,dropout,g_param_count,d_param_count
64,64,8,16,64,4,4,0.0012684138552462477,0.0003336864442591989,8,64,0.196746796991907,2332007,37697
