tf_emb_dim,tf_ff_size,pool_emb_dim,bottleneck_dim,mlp_dim,noise_dim,layer_count,g_learning_rate,d_learning_rate,heads,g_param_count,d_param_count
64,128,32,32,64,4,2,0.00028851988613365766,5.889369371072496e-05,4,1177535,285697
