tf_emb_dim,tf_ff_size,pool_emb_dim,bottleneck_dim,mlp_dim,noise_dim,layer_count,g_learning_rate,d_learning_rate,heads,sgan_d_emb_dim,dropout,g_param_count,d_param_count
64,32,8,8,8,8,4,0.0020090521373151786,1.6642543446913116e-05,4,64,0.47997579373846533,2318955,34001
