tf_emb_dim,tf_ff_size,pool_emb_dim,bottleneck_dim,mlp_dim,noise_dim,layer_count,g_learning_rate,d_learning_rate,heads,sgan_d_emb_dim,g_param_count,d_param_count
128,128,32,32,64,4,2,0.00039524728114304737,4.573551173192588e-05,2,256,2537343,412161
