tf_emb_dim,tf_ff_size,pool_emb_dim,bottleneck_dim,mlp_dim,noise_dim,layer_count,g_learning_rate,d_learning_rate,heads,sgan_d_emb_dim,g_param_count,d_param_count
128,128,128,32,16,8,1,0.00017489887579755185,0.0004979205133811451,4,32,1263803,21665
