tf_emb_dim,tf_ff_size,pool_emb_dim,bottleneck_dim,mlp_dim,noise_dim,layer_count,g_learning_rate,d_learning_rate,heads,g_param_count,d_param_count
64,32,16,8,32,16,1,0.0038582883934949147,3.988266800616939e-05,4,586795,283585
