tf_emb_dim,tf_ff_size,pool_emb_dim,bottleneck_dim,mlp_dim,noise_dim,layer_count,g_learning_rate,d_learning_rate,heads,g_param_count,d_param_count
128,256,64,8,16,32,1,0.0007496675513506138,0.000155932800542184,2,1261387,282529
