tf_emb_dim,tf_ff_size,pool_emb_dim,bottleneck_dim,mlp_dim,noise_dim,layer_count,g_learning_rate,d_learning_rate,heads,sgan_d_emb_dim,dropout,g_param_count,d_param_count
64,4,8,32,64,4,4,0.005902771962825701,0.004400440286149196,4,16,0.2582344733135112,2334071,6593
