tf_emb_dim,tf_ff_size,pool_emb_dim,bottleneck_dim,mlp_dim,noise_dim,layer_count,g_learning_rate,d_learning_rate,heads,sgan_d_emb_dim,g_param_count,d_param_count
128,256,64,16,32,4,2,0.0005749979706278823,1.8842100524225452e-05,4,64,2522127,52161
