tf_emb_dim,tf_ff_size,pool_emb_dim,bottleneck_dim,mlp_dim,noise_dim,layer_count,g_learning_rate,d_learning_rate,heads,sgan_d_emb_dim,dropout,g_param_count,d_param_count
256,4,32,32,4,16,4,0.003995215674653707,0.002162446251587433,4,8,0.24801187803480396,11582651,9321
