tf_emb_dim,tf_ff_size,pool_emb_dim,bottleneck_dim,mlp_dim,noise_dim,layer_count,g_learning_rate,d_learning_rate,heads,sgan_d_emb_dim,g_param_count,d_param_count
64,256,16,16,32,16,4,0.0004694768786904633,3.434875396193777e-05,8,128,2324531,103681
